"polygon","name","type"
790033472,"Indiana - Dearborn County","county"
964946112,"Indiana - Decatur County","county"
939710784,"Indiana - DeKalb County","county"
1015596032,"Indiana - Delaware County","county"
1106621952,"Indiana - Dubois County","county"
1199606016,"Indiana - Elkhart County","county"
556883968,"Indiana - Fayette County","county"
383149184,"Indiana - Floyd County","county"
1024744000,"Indiana - Fountain County","county"
995668672,"Indiana - Franklin County","county"
954121472,"Indiana - Fulton County","county"
1262582016,"Indiana - Gibson County","county"
1072446976,"Indiana - Grant County","county"
1405054976,"Indiana - Greene County","county"
1021148032,"Indiana - Hamilton County","county"
792577728,"Indiana - Hancock County","county"
1254888960,"Indiana - Harrison County","county"
1053894976,"Indiana - Hendricks County","county"
1014955008,"Indiana - Henry County","county"
759012928,"Indiana - Howard County","county"
991061312,"Indiana - Huntington County","county"
1319112960,"Indiana - Jackson County","county"
1449421056,"Indiana - Jasper County","county"
994310208,"Indiana - Jay County","county"
934029184,"Indiana - Jefferson County","county"
975346432,"Indiana - Jennings County","county"
829903232,"Indiana - Johnson County","county"
1336514048,"Indiana - Knox County","county"
1376269952,"Indiana - Kosciusko County","county"
983222400,"Indiana - LaGrange County","county"
1292304000,"Indiana - Lake County","county"
1549587968,"Indiana - LaPorte County","county"
1163340032,"Indiana - Lawrence County","county"
1170455040,"Indiana - Madison County","county"
1026408000,"Indiana - Marion County","county"
1148993024,"Indiana - Marshall County","county"
869555008,"Indiana - Martin County","county"
968246720,"Indiana - Miami County","county"
1021772992,"Indiana - Monroe County","county"
1306941056,"Indiana - Montgomery County","county"
1046275008,"Indiana - Morgan County","county"
1040550016,"Indiana - Newton County","county"
1064078016,"Indiana - Noble County","county"
223101904,"Indiana - Ohio County","county"
1031817984,"Indiana - Orange County","county"
997892608,"Indiana - Owen County","county"
1151671040,"Indiana - Parke County","county"
988668672,"Indiana - Perry County","county"
865673472,"Indiana - Pike County","county"
1083010944,"Indiana - Porter County","county"
1060782976,"Indiana - Posey County","county"
1123145984,"Indiana - Pulaski County","county"
1244562048,"Indiana - Putnam County","county"
1171655936,"Indiana - Randolph County","county"
1156237056,"Indiana - Ripley County","county"
1057035008,"Indiana - Rush County","county"
493127200,"Indiana - Scott County","county"
1064865984,"Indiana - Shelby County","county"
1027563008,"Indiana - Spencer County","county"
1185826944,"Indiana - St. Joseph County","county"
800653568,"Indiana - Starke County","county"
800148992,"Indiana - Steuben County","county"
1158092032,"Indiana - Sullivan County","county"
571436416,"Indiana - Switzerland County","county"
1294492032,"Indiana - Tippecanoe County","county"
674797824,"Indiana - Tipton County","county"
417568384,"Indiana - Union County","county"
604697984,"Indiana - Vanderburgh County","county"
665311680,"Indiana - Vermillion County","county"
1044574976,"Indiana - Vigo County","county"
1068200000,"Indiana - Wabash County","county"
944520704,"Indiana - Warren County","county"
996667392,"Indiana - Warrick County","county"
1330541952,"Indiana - Washington County","county"
1040502976,"Indiana - Wayne County","county"
953341184,"Indiana - Wells County","county"
1308267008,"Indiana - White County","county"
869120896,"Indiana - Whitley County","county"
1474403968,"Iowa - Adair County","county"
1096701056,"Iowa - Adams County","county"
1655213952,"Iowa - Allamakee County","county"
1287981056,"Iowa - Appanoose County","county"
1147265024,"Iowa - Audubon County","county"
1855117056,"Iowa - Benton County","county"
1465334016,"Iowa - Black Hawk County","county"
1480356992,"Iowa - Boone County","county"
1127879936,"Iowa - Bremer County","county"
1478935040,"Iowa - Buchanan County","county"
1489022976,"Iowa - Buena Vista County","county"
1502532992,"Iowa - Butler County","county"
1476209024,"Iowa - Calhoun County","county"
1474834944,"Iowa - Carroll County","county"
1461451008,"Iowa - Cass County","county"
1500731008,"Iowa - Cedar County","county"
1471922944,"Iowa - Cerro Gordo County","county"
1494179968,"Iowa - Cherokee County","county"
1306338944,"Iowa - Chickasaw County","county"
1116716032,"Iowa - Clarke County","county"
1469138944,"Iowa - Clay County","county"
2016406016,"Iowa - Clayton County","county"
1799821056,"Iowa - Clinton County","county"
1849742976,"Iowa - Crawford County","county"
1524071040,"Iowa - Dallas County","county"
1300662016,"Iowa - Davis County","county"
1377565952,"Iowa - Decatur County","county"
1496381056,"Iowa - Delaware County","county"
1077755008,"Iowa - Des Moines County","county"
985764416,"Iowa - Dickinson County","county"
1575501952,"Iowa - Dubuque County","county"
1025332992,"Iowa - Emmet County","county"
1892791040,"Iowa - Fayette County","county"
1296631040,"Iowa - Floyd County","county"
1507300992,"Iowa - Franklin County","county"
1323873024,"Iowa - Fremont County","county"
1475188992,"Iowa - Greene County","county"
1299805952,"Iowa - Grundy County","county"
1529698944,"Iowa - Guthrie County","county"
1493778048,"Iowa - Hamilton County","county"
1478894976,"Iowa - Hancock County","county"
1474498944,"Iowa - Hardin County","county"
1804828032,"Iowa - Harrison County","county"
1124903936,"Iowa - Henry County","county"
1225705984,"Iowa - Howard County","county"
1124967040,"Iowa - Humboldt County","county"
1117600000,"Iowa - Ida County","county"
1518915968,"Iowa - Iowa County","county"
1647332992,"Iowa - Jackson County","county"
1891778944,"Iowa - Jasper County","county"
1127965056,"Iowa - Jefferson County","county"
1590355968,"Iowa - Johnson County","county"
1490850944,"Iowa - Jones County","county"
1500066944,"Iowa - Keokuk County","county"
2519333120,"Iowa - Kossuth County","county"
1340365952,"Iowa - Lee County","county"
1856711040,"Iowa - Linn County","county"
1040569984,"Iowa - Louisa County","county"
1115232000,"Iowa - Lucas County","county"
1522007040,"Iowa - Lyon County","county"
1452999040,"Iowa - Madison County","county"
1478528000,"Iowa - Mahaska County","county"
1436237056,"Iowa - Marion County","county"
1482770944,"Iowa - Marshall County","county"
1132956032,"Iowa - Mills County","county"
1215048960,"Iowa - Mitchell County","county"
1797638016,"Iowa - Monona County","county"
1123316992,"Iowa - Monroe County","county"
1098406016,"Iowa - Montgomery County","county"
1133041024,"Iowa - Muscatine County","county"
1484153984,"Iowa - O'Brien County","county"
1032587008,"Iowa - Osceola County","county"
1385494016,"Iowa - Page County","county"
1460349056,"Iowa - Palo Alto County","county"
2234882048,"Iowa - Plymouth County","county"
1495047040,"Iowa - Pocahontas County","county"
1486120960,"Iowa - Polk County","county"
2461213952,"Iowa - Pottawattamie County","county"
1514968064,"Iowa - Poweshiek County","county"
1386934016,"Iowa - Ringgold County","county"
1489272960,"Iowa - Sac County","county"
1186444032,"Iowa - Scott County","county"
1530109952,"Iowa - Shelby County","county"
1989970048,"Iowa - Sioux County","county"
1483592960,"Iowa - Story County","county"
1867410944,"Iowa - Tama County","county"
1377618944,"Iowa - Taylor County","county"
1097235968,"Iowa - Union County","county"
1255597952,"Iowa - Van Buren County","county"
1118443008,"Iowa - Wapello County","county"
1475844992,"Iowa - Warren County","county"
1473276032,"Iowa - Washington County","county"
1360873984,"Iowa - Wayne County","county"
1853443968,"Iowa - Webster County","county"
1037262016,"Iowa - Winnebago County","county"
1786749952,"Iowa - Winneshiek County","county"
2260630016,"Iowa - Woodbury County","county"
1036315008,"Iowa - Worth County","county"
1503287040,"Iowa - Wright County","county"
1295778944,"Kansas - Allen County","county"
1501276032,"Kansas - Anderson County","county"
1116729984,"Kansas - Atchison County","county"
2937234944,"Kansas - Barber County","county"
2319075072,"Kansas - Barton County","county"
1645862016,"Kansas - Bourbon County","county"
1478552064,"Kansas - Brown County","county"
3703329024,"Kansas - Butler County","county"
2002216960,"Kansas - Chase County","county"
1654692992,"Kansas - Chautauqua County","county"
1521794048,"Kansas - Cherokee County","county"
2641496064,"Kansas - Cheyenne County","county"
2524285952,"Kansas - Clark County","county"
1671321984,"Kansas - Clay County","county"
1852727040,"Kansas - Cloud County","county"
1623783936,"Kansas - Coffey County","county"
2041681024,"Kansas - Comanche County","county"
2915680000,"Kansas - Cowley County","county"
1527462016,"Kansas - Crawford County","county"
2314199040,"Kansas - Decatur County","county"
2193905920,"Kansas - Dickinson County","county"
1018915008,"Kansas - Doniphan County","county"
1180700032,"Kansas - Douglas County","county"
1610696960,"Kansas - Edwards County","county"
1668637952,"Kansas - Elk County","county"
2330761984,"Kansas - Ellis County","county"
1854034944,"Kansas - Ellsworth County","county"
3372080128,"Kansas - Finney County","county"
2844507904,"Kansas - Ford County","county"
1480839936,"Kansas - Franklin County","county"
996156672,"Kansas - Geary County","county"
2775599104,"Kansas - Gove County","county"
2327161088,"Kansas - Graham County","county"
1488724992,"Kansas - Grant County","county"
2250355968,"Kansas - Gray County","county"
2016177024,"Kansas - Greeley County","county"
2961133056,"Kansas - Greenwood County","county"
2580943104,"Kansas - Hamilton County","county"
2075276032,"Kansas - Harper County","county"
1397956992,"Kansas - Harvey County","county"
1495773056,"Kansas - Haskell County","county"
2227368960,"Kansas - Hodgeman County","county"
1699593984,"Kansas - Jackson County","county"
1379360000,"Kansas - Jefferson County","county"
2356322048,"Kansas - Jewell County","county"
1226034048,"Kansas - Johnson County","county"
2254696960,"Kansas - Kearny County","county"
2236099072,"Kansas - Kingman County","county"
1871627008,"Kansas - Kiowa County","county"
1671304960,"Kansas - Labette County","county"
1858200064,"Kansas - Lane County","county"
1198727040,"Kansas - Leavenworth County","county"
1863227008,"Kansas - Lincoln County","county"
1538605056,"Kansas - Linn County","county"
2779043072,"Kansas - Logan County","county"
2194948096,"Kansas - Lyon County","county"
2445701120,"Kansas - Marion County","county"
2331462912,"Kansas - Marshall County","county"
2326520064,"Kansas - McPherson County","county"
2533234944,"Kansas - Meade County","county"
1490956032,"Kansas - Miami County","county"
1817633024,"Kansas - Mitchell County","county"
1666727936,"Kansas - Montgomery County","county"
1800764032,"Kansas - Morris County","county"
1889992960,"Kansas - Morton County","county"
1858125952,"Kansas - Nemaha County","county"
1480105984,"Kansas - Neosho County","county"
2783589888,"Kansas - Ness County","county"
2274356992,"Kansas - Norton County","county"
1827283968,"Kansas - Osage County","county"
2311574016,"Kansas - Osborne County","county"
1866689024,"Kansas - Ottawa County","county"
1953532032,"Kansas - Pawnee County","county"
2294409984,"Kansas - Phillips County","county"
2178235904,"Kansas - Pottawatomie County","county"
1903757056,"Kansas - Pratt County","county"
2769776128,"Kansas - Rawlins County","county"
3251332096,"Kansas - Reno County","county"
1857981952,"Kansas - Republic County","county"
1880945024,"Kansas - Rice County","county"
1579299968,"Kansas - Riley County","county"
2306469888,"Kansas - Rooks County","county"
1858998016,"Kansas - Rush County","county"
2295403008,"Kansas - Russell County","county"
1865373952,"Kansas - Saline County","county"
1858429952,"Kansas - Scott County","county"
2583544064,"Kansas - Sedgwick County","county"
1656290944,"Kansas - Seward County","county"
1408995968,"Kansas - Shawnee County","county"
2320517888,"Kansas - Sheridan County","county"
2735198976,"Kansas - Sherman County","county"
2319244032,"Kansas - Smith County","county"
2051389952,"Kansas - Stafford County","county"
1762086016,"Kansas - Stanton County","county"
1883678976,"Kansas - Stevens County","county"
3061211904,"Kansas - Sumner County","county"
2783425024,"Kansas - Thomas County","county"
2303737088,"Kansas - Trego County","county"
2057232000,"Kansas - Wabaunsee County","county"
2366348032,"Kansas - Wallace County","county"
2317405952,"Kansas - Washington County","county"
1861081984,"Kansas - Wichita County","county"
1477377024,"Kansas - Wilson County","county"
1289346944,"Kansas - Woodson County","county"
392642400,"Kansas - Wyandotte County","county"
1049676992,"Kentucky - Adair County","county"
891830080,"Kentucky - Allen County","county"
522742400,"Kentucky - Anderson County","county"
638843584,"Kentucky - Ballard County","county"
1262724992,"Kentucky - Barren County","county"
722067776,"Kentucky - Bath County","county"
929806784,"Kentucky - Bell County","county"
638067328,"Kentucky - Boone County","county"
750369600,"Kentucky - Bourbon County","county"
414046208,"Kentucky - Boyd County","county"
466635008,"Kentucky - Boyle County","county"
532533184,"Kentucky - Bracken County","county"
1275345024,"Kentucky - Breathitt County","county"
1468968960,"Kentucky - Breckinridge County","county"
769288192,"Kentucky - Bullitt County","county"
1103561984,"Kentucky - Butler County","county"
893004672,"Kentucky - Caldwell County","county"
997200768,"Kentucky - Calloway County","county"
391886592,"Kentucky - Campbell County","county"
490632384,"Kentucky - Carlisle County","county"
332992512,"Kentucky - Carroll County","county"
1060590016,"Kentucky - Carter County","county"
1150550016,"Kentucky - Casey County","county"
1858323968,"Kentucky - Christian County","county"
653877312,"Kentucky - Clark County","county"
1215345024,"Kentucky - Clay County","county"
510864192,"Kentucky - Clinton County","county"
932270912,"Kentucky - Crittenden County","county"
790416896,"Kentucky - Cumberland County","county"
1187111040,"Kentucky - Daviess County","county"
784464320,"Kentucky - Edmonson County","county"
606873728,"Kentucky - Elliott County","county"
655468608,"Kentucky - Estill County","county"
734648512,"Kentucky - Fayette County","county"
902720128,"Kentucky - Fleming County","county"
1018758016,"Kentucky - Floyd County","county"
538061184,"Kentucky - Franklin County","county"
532252000,"Kentucky - Fulton County","county"
262195008,"Kentucky - Gallatin County","county"
595897472,"Kentucky - Garrard County","county"
668125120,"Kentucky - Grant County","county"
1429006976,"Kentucky - Graves County","county"
1286441984,"Kentucky - Grayson County","county"
740825280,"Kentucky - Green County","county"
891983424,"Kentucky - Greenup County","county"
486017504,"Kentucky - Hancock County","county"
1614281984,"Kentucky - Hardin County","county"
1206488064,"Kentucky - Harlan County","county"
793479424,"Kentucky - Harrison County","county"
1067297024,"Kentucky - Hart County","county"
1130968064,"Kentucky - Henderson County","county"
741450176,"Kentucky - Henry County","county"
627487680,"Kentucky - Hickman County","county"
1403761024,"Kentucky - Hopkins County","county"
894065216,"Kentucky - Jackson County","county"
985273984,"Kentucky - Jefferson County","county"
445777216,"Kentucky - Jessamine County","county"
678455680,"Kentucky - Johnson County","county"
415044992,"Kentucky - Kenton County","county"
910427392,"Kentucky - Knott County","county"
1000505024,"Kentucky - Knox County","county"
677331520,"Kentucky - Larue County","county"
1123933056,"Kentucky - Laurel County","county"
1076386944,"Kentucky - Lawrence County","county"
540937728,"Kentucky - Lee County","county"
1038182016,"Kentucky - Leslie County","county"
875192704,"Kentucky - Letcher County","county"
1250540032,"Kentucky - Lewis County","county"
865301120,"Kentucky - Lincoln County","county"
810995904,"Kentucky - Livingston County","county"
1430013952,"Kentucky - Logan County","county"
553843392,"Kentucky - Lyon County","county"
1132583040,"Kentucky - Madison County","county"
798865728,"Kentucky - Magoffin County","county"
888387328,"Kentucky - Marion County","county"
780240704,"Kentucky - Marshall County","county"
594673728,"Kentucky - Martin County","county"
621927424,"Kentucky - Mason County","county"
644243008,"Kentucky - McCracken County","county"
1105415040,"Kentucky - McCreary County","county"
653905280,"Kentucky - McLean County","county"
791042880,"Kentucky - Meade County","county"
527282400,"Kentucky - Menifee County","county"
644381824,"Kentucky - Mercer County","county"
750178176,"Kentucky - Metcalfe County","county"
853073280,"Kentucky - Monroe County","county"
511174784,"Kentucky - Montgomery County","county"
987113472,"Kentucky - Morgan County","county"
1209729024,"Kentucky - Muhlenberg County","county"
1081351936,"Kentucky - Nelson County","county"
505489600,"Kentucky - Nicholas County","county"
1521031936,"Kentucky - Ohio County","county"
484893504,"Kentucky - Oldham County","county"
909351680,"Kentucky - Owen County","county"
511282496,"Kentucky - Owsley County","county"
717833408,"Kentucky - Pendleton County","county"
879740480,"Kentucky - Perry County","county"
2037888000,"Kentucky - Pike County","county"
463554688,"Kentucky - Powell County","county"
1705267968,"Kentucky - Pulaski County","county"
258768000,"Kentucky - Robertson County","county"
819846976,"Kentucky - Rockcastle County","county"
724666496,"Kentucky - Rowan County","county"
656969280,"Kentucky - Russell County","county"
729770368,"Kentucky - Scott County","county"
983253632,"Kentucky - Shelby County","county"
606585472,"Kentucky - Simpson County","county"
483492096,"Kentucky - Spencer County","county"
689784192,"Kentucky - Taylor County","county"
969940480,"Kentucky - Todd County","county"
1143307008,"Kentucky - Trigg County","county"
392766208,"Kentucky - Trimble County","county"
887974272,"Kentucky - Union County","county"
1402738048,"Kentucky - Warren County","county"
769916224,"Kentucky - Washington County","county"
1186656000,"Kentucky - Wayne County","county"
859728384,"Kentucky - Webster County","county"
1133974016,"Kentucky - Whitley County","county"
575419520,"Kentucky - Wolfe County","county"
488948288,"Kentucky - Woodford County","county"
1696750976,"Louisiana - Acadia Parish","county"
1973175040,"Louisiana - Allen Parish","county"
751046784,"Louisiana - Ascension Parish","county"
877120768,"Louisiana - Assumption Parish","county"
2155994112,"Louisiana - Avoyelles Parish","county"
2997501952,"Louisiana - Beauregard Parish","county"
2101175040,"Louisiana - Bienville Parish","county"
2175738112,"Louisiana - Bossier Parish","county"
2275405056,"Louisiana - Caddo Parish","county"
2754864128,"Louisiana - Calcasieu Parish","county"
1371203968,"Louisiana - Caldwell Parish","county"
3327842048,"Louisiana - Cameron Parish","county"
1833789056,"Louisiana - Catahoula Parish","county"
1955126016,"Louisiana - Claiborne Parish","county"
1805014016,"Louisiana - Concordia Parish","county"
2267738880,"Louisiana - De Soto Parish","county"
1179411968,"Louisiana - East Baton Rouge Parish","county"
1089618944,"Louisiana - East Carroll Parish","county"
1174326016,"Louisiana - East Feliciana Parish","county"
1715549952,"Louisiana - Evangeline Parish","county"
1617667968,"Louisiana - Franklin Parish","county"
1665428992,"Louisiana - Grant Parish","county"
1486940032,"Louisiana - Iberia Parish","county"
1602236032,"Louisiana - Iberville Parish","county"
1474178048,"Louisiana - Jackson Parish","county"
1686931968,"Louisiana - Jefferson Davis Parish","county"
765682624,"Louisiana - Jefferson Parish","county"
1617922944,"Louisiana - La Salle Parish","county"
695980416,"Louisiana - Lafayette Parish","county"
2766661888,"Louisiana - Lafourche Parish","county"
1221805952,"Louisiana - Lincoln Parish","county"
1678749056,"Louisiana - Livingston Parish","county"
1617282944,"Louisiana - Madison Parish","county"
2058870016,"Louisiana - Morehouse Parish","county"
3243312128,"Louisiana - Natchitoches Parish","county"
438803392,"Louisiana - Orleans Parish","county"
1580945024,"Louisiana - Ouachita Parish","county"
2019960960,"Louisiana - Plaquemines Parish","county"
1443520000,"Louisiana - Pointe Coupee Parish","county"
3413506048,"Louisiana - Rapides Parish","county"
1007739008,"Louisiana - Red River Parish","county"
1447915008,"Louisiana - Richland Parish","county"
2244636928,"Louisiana - Sabine Parish","county"
977764288,"Louisiana - St. Bernard Parish","county"
722820608,"Louisiana - St. Charles Parish","county"
1057758016,"Louisiana - St. Helena Parish","county"
625577792,"Louisiana - St. James Parish","county"
551851776,"Louisiana - St. John the Baptist Parish","county"
2392837120,"Louisiana - St. Landry Parish","county"
1910498048,"Louisiana - St. Martin Parish","county"
1438424960,"Louisiana - St. Mary Parish","county"
2189967104,"Louisiana - St. Tammany Parish","county"
2049392000,"Louisiana - Tangipahoa Parish","county"
1561204992,"Louisiana - Tensas Parish","county"
3190385920,"Louisiana - Terrebonne Parish","county"
2271388928,"Louisiana - Union Parish","county"
3038573056,"Louisiana - Vermilion Parish","county"
3439270912,"Louisiana - Vernon Parish","county"
1734061056,"Louisiana - Washington Parish","county"
1535939968,"Louisiana - Webster Parish","county"
498298912,"Louisiana - West Baton Rouge Parish","county"
931478720,"Louisiana - West Carroll Parish","county"
1044318016,"Louisiana - West Feliciana Parish","county"
2460711936,"Louisiana - Winn Parish","county"
1211926016,"Maine - Androscoggin County","county"
17278660608,"Maine - Aroostook County","county"
2163262976,"Maine - Cumberland County","county"
4394195968,"Maine - Franklin County","county"
4110033920,"Maine - Hancock County","county"
2246876928,"Maine - Kennebec County","county"
945691392,"Maine - Knox County","county"
1180563968,"Maine - Lincoln County","county"
5378991104,"Maine - Oxford County","county"
8799125504,"Maine - Penobscot County","county"
10258570240,"Maine - Piscataquis County","county"
657066816,"Maine - Sagadahoc County","county"
10164160512,"Maine - Somerset County","county"
1890480000,"Maine - Waldo County","county"
6637258240,"Maine - Washington County","county"
2565935104,"Maine - York County","county"
1098563968,"Maryland - Allegany County","county"
1074590976,"Maryland - Anne Arundel County","county"
209643200,"Maryland - Baltimore city","county"
1549595008,"Maryland - Baltimore County","county"
552061120,"Maryland - Calvert County","county"
827292416,"Maryland - Caroline County","county"
1159265024,"Maryland - Carroll County","county"
896842880,"Maryland - Cecil County","county"
1185564032,"Maryland - Charles County","county"
1400574976,"Maryland - Dorchester County","county"
1709965056,"Maryland - Frederick County","county"
1675988992,"Maryland - Garrett County","county"
1132055040,"Maryland - Harford County","county"
649416384,"Maryland - Howard County","county"
717505280,"Maryland - Kent County","county"
1272343040,"Maryland - Montgomery County","county"
1250163968,"Maryland - Prince George's County","county"
963235968,"Maryland - Queen Anne's County","county"
828079424,"Maryland - Somerset County","county"
925091968,"Maryland - St. Mary's County","county"
695511168,"Maryland - Talbot County","county"
1185644032,"Maryland - Washington County","county"
969804288,"Maryland - Wicomico County","county"
1212840960,"Maryland - Worcester County","county"
1019737984,"Massachusetts - Barnstable County","county"
2400464896,"Massachusetts - Berkshire County","county"
1432510976,"Massachusetts - Bristol County","county"
267403808,"Massachusetts - Dukes County","county"
1275731968,"Massachusetts - Essex County","county"
1811229056,"Massachusetts - Franklin County","county"
1598386048,"Massachusetts - Hampden County","county"
1365585024,"Massachusetts - Hampshire County","county"
2118135040,"Massachusetts - Middlesex County","county"
116471400,"Massachusetts - Nantucket County","county"
1025907968,"Massachusetts - Norfolk County","county"
1706996992,"Massachusetts - Plymouth County","county"
150618896,"Massachusetts - Suffolk County","county"
3912877056,"Massachusetts - Worcester County","county"
1747168000,"Michigan - Alcona County","county"
2370019072,"Michigan - Alger County","county"
2137337984,"Michigan - Allegan County","county"
1481111040,"Michigan - Alpena County","county"
1232064000,"Michigan - Antrim County","county"
940660672,"Michigan - Arenac County","county"
2326475008,"Michigan - Baraga County","county"
1432499968,"Michigan - Barry County","county"
1145558016,"Michigan - Bay County","county"
828028288,"Michigan - Benzie County","county"
1470457984,"Michigan - Berrien County","county"
1311489024,"Michigan - Branch County","county"
1829134976,"Michigan - Calhoun County","county"
1269254016,"Michigan - Cass County","county"
1078312960,"Michigan - Charlevoix County","county"
1852525056,"Michigan - Cheboygan County","county"
4036290048,"Michigan - Chippewa County","county"
1461570048,"Michigan - Clare County","county"
1466990976,"Michigan - Clinton County","county"
1440758016,"Michigan - Crawford County","county"
3033124096,"Michigan - Delta County","county"
1972018048,"Michigan - Dickinson County","county"
1489694976,"Michigan - Eaton County","county"
1210803968,"Michigan - Emmet County","county"
1649763968,"Michigan - Genesee County","county"
1299601024,"Michigan - Gladwin County","county"
2853775104,"Michigan - Gogebic County","county"
1202611968,"Michigan - Grand Traverse County","county"
1472313984,"Michigan - Gratiot County","county"
1549158016,"Michigan - Hillsdale County","county"
2613554944,"Michigan - Houghton County","county"
2164470016,"Michigan - Huron County","county"
1440344064,"Michigan - Ingham County","county"
1479671040,"Michigan - Ionia County","county"
1422152960,"Michigan - Iosco County","county"
3020312064,"Michigan - Iron County","county"
1483225984,"Michigan - Isabella County","county"
1817305984,"Michigan - Jackson County","county"
1454689024,"Michigan - Kalamazoo County","county"
1450043008,"Michigan - Kalkaska County","county"
2193584896,"Michigan - Kent County","county"
1398882944,"Michigan - Keweenaw County","county"
1469480960,"Michigan - Lake County","county"
1665396992,"Michigan - Lapeer County","county"
899168576,"Michigan - Leelanau County","county"
1941337984,"Michigan - Lenawee County","county"
1464001024,"Michigan - Livingston County","county"
2328602112,"Michigan - Luce County","county"
2645850880,"Michigan - Mackinac County","county"
1241182976,"Michigan - Macomb County","county"
1404160000,"Michigan - Manistee County","county"
4683738112,"Michigan - Marquette County","county"
1282232960,"Michigan - Mason County","county"
1437627008,"Michigan - Mecosta County","county"
2704153088,"Michigan - Menominee County","county"
1337088000,"Michigan - Midland County","county"
1462633984,"Michigan - Missaukee County","county"
1422924032,"Michigan - Monroe County","county"
1826976000,"Michigan - Montcalm County","county"
1415852032,"Michigan - Montmorency County","county"
1293041024,"Michigan - Muskegon County","county"
2106188032,"Michigan - Newaygo County","county"
2247237120,"Michigan - Oakland County","county"
1326258048,"Michigan - Oceana County","county"
1459426048,"Michigan - Ogemaw County","county"
3396056064,"Michigan - Ontonagon County","county"
1466946944,"Michigan - Osceola County","county"
1465236992,"Michigan - Oscoda County","county"
1333769984,"Michigan - Otsego County","county"
1459373952,"Michigan - Ottawa County","county"
1706073984,"Michigan - Presque Isle County","county"
1345849984,"Michigan - Roscommon County","county"
2072285056,"Michigan - Saginaw County","county"
2493035008,"Michigan - Sanilac County","county"
3033805056,"Michigan - Schoolcraft County","county"
1374423040,"Michigan - Shiawassee County","county"
1867822976,"Michigan - St. Clair County","county"
1296525056,"Michigan - St. Joseph County","county"
2080088064,"Michigan - Tuscola County","county"
1573351040,"Michigan - Van Buren County","county"
1828441984,"Michigan - Washtenaw County","county"
1585280000,"Michigan - Wayne County","county"
1463347968,"Michigan - Wexford County","county"
4718084096,"Minnesota - Aitkin County","county"
1095590016,"Minnesota - Anoka County","county"
3406360064,"Minnesota - Becker County","county"
6487763968,"Minnesota - Beltrami County","county"
1057494016,"Minnesota - Benton County","county"
1292461952,"Minnesota - Big Stone County","county"
1936905984,"Minnesota - Blue Earth County","county"
1582716032,"Minnesota - Brown County","county"
2230968064,"Minnesota - Carlton County","county"
917697920,"Minnesota - Carver County","county"
5235769856,"Minnesota - Cass County","county"
1505097984,"Minnesota - Chippewa County","county"
1074487040,"Minnesota - Chisago County","county"
2707485952,"Minnesota - Clay County","county"
2587241984,"Minnesota - Clearwater County","county"
3761381120,"Minnesota - Cook County","county"
1653992960,"Minnesota - Cottonwood County","county"
2587642880,"Minnesota - Crow Wing County","county"
1456007040,"Minnesota - Dakota County","county"
1137720064,"Minnesota - Dodge County","county"
1650598016,"Minnesota - Douglas County","county"
1845304064,"Minnesota - Faribault County","county"
2230757120,"Minnesota - Fillmore County","county"
1831346048,"Minnesota - Freeborn County","county"
1960200960,"Minnesota - Goodhue County","county"
1419728000,"Minnesota - Grant County","county"
1433794048,"Minnesota - Hennepin County","county"
1429825024,"Minnesota - Houston County","county"
2397486080,"Minnesota - Hubbard County","county"
1128701056,"Minnesota - Isanti County","county"
6909366784,"Minnesota - Itasca County","county"
1820713984,"Minnesota - Jackson County","county"
1350903040,"Minnesota - Kanabec County","county"
2063661952,"Minnesota - Kandiyohi County","county"
2845890048,"Minnesota - Kittson County","county"
8039502848,"Minnesota - Koochiching County","county"
1981394944,"Minnesota - Lac qui Parle County","county"
5463041024,"Minnesota - Lake County","county"
3361466112,"Minnesota - Lake of the Woods County","county"
1162284032,"Minnesota - Le Sueur County","county"
1390193024,"Minnesota - Lincoln County","county"
1850699008,"Minnesota - Lyon County","county"
1444896000,"Minnesota - Mahnomen County","county"
4597405184,"Minnesota - Marshall County","county"
1844971008,"Minnesota - Martin County","county"
1272903936,"Minnesota - McLeod County","county"
1575175040,"Minnesota - Meeker County","county"
1482275968,"Minnesota - Mille Lacs County","county"
2913896960,"Minnesota - Morrison County","county"
1842333056,"Minnesota - Mower County","county"
1825170048,"Minnesota - Murray County","county"
1161592960,"Minnesota - Nicollet County","county"
1852115968,"Minnesota - Nobles County","county"
2260512000,"Minnesota - Norman County","county"
1692164992,"Minnesota - Olmsted County","county"
5107633152,"Minnesota - Otter Tail County","county"
1596909056,"Minnesota - Pennington County","county"
3655220992,"Minnesota - Pine County","county"
1204486016,"Minnesota - Pipestone County","county"
5105199104,"Minnesota - Polk County","county"
1734550016,"Minnesota - Pope County","county"
394228288,"Minnesota - Ramsey County","county"
1119928960,"Minnesota - Red Lake County","county"
2275492096,"Minnesota - Redwood County","county"
2545714944,"Minnesota - Renville County","county"
1283815040,"Minnesota - Rice County","county"
1249553024,"Minnesota - Rock County","county"
4329428992,"Minnesota - Roseau County","county"
923268416,"Minnesota - Scott County","county"
1121250944,"Minnesota - Sherburne County","county"
1524930944,"Minnesota - Sibley County","county"
16180689920,"Minnesota - St. Louis County","county"
3478697984,"Minnesota - Stearns County","county"
1112775936,"Minnesota - Steele County","county"
1459725952,"Minnesota - Stevens County","county"
1921985024,"Minnesota - Swift County","county"
2447491072,"Minnesota - Todd County","county"
1486398976,"Minnesota - Traverse County","county"
